,Has Author,Has Capture,Has Download Size,Has Download URL,Has Downloads,Has License,Has Logo,Has Name,Has Num Votes,Has OS,Has OS Details,Has Price,Has Project,Has Score Votes,Has Status,Has Summary,Has Topic,Has URL,Has Version,Has Warning,Has Warning Type,Supports ODF,Is Hosted in SC,Data de creació,Categories
Rebost:Teclat català (QuèQuiCom) experimental,Lluís de Yzaguirre i Joan Montané,,"131,072,16,493","http://gent.softcatala.org/~jmontane/teclat/ca-qqc/ca-qqc_i386.msi,http://gent.softcatala.org/~jmontane/teclat/ca-qqc/ca-qqc_amd64.msi,http://gent.softcatala.org/~jmontane/teclat/ca-qqc/ca-qqc_osx.zip",281,LGPL,,Teclat català (QuèQuiCom) experimental,0,"Windows32,Windows64,OSX",,0 €,,0,Estable,"La distribució de teclat català (QuèQuiCom) és una proposta basada en el disseny d'en Lluís de Yzaguirre i Maura, director del  LATEL,  UPF, en resposta a una sol·licitud del programa  QuèQuiCom de  TVC. La distribució de les tecles es basa, simplificant, en la freqüència dels parells consonant-vocal (CV i VC) del català.

Softcatalà n'ha definit la distribució dels símbols no alfabètics i la implementació tecnològica per…",Utilitats,http://teclat.softcatala.org,1.0,"El teclat català (QuèQuiCom) és una distribució experimental. No està pensat com una proposta formal de teclat català.


El programari disponible per baixar en aquesta pàgina no està destinat al públic general ni en recomanem la seva difusió. Més enllà d'usos experimentals, aquesta distribució no s'hauria de fer servir.


Softcatalà no té previst, en un termini curt-mitjà, publicar cap proposta de teclat català per a ús general. Aquest objectiu requereix recursos i la cooperació de diversos actors (empreses, fabricants, governs, organitzacions internacionals...). Promoure un teclat nou sense l'acció conjunta de tots aquests organismes és més perjudicial que no pas beneficiós.",Responsable,,fals,14 gener 2014 20:14:02,
PostRebost:Terminal de Venda Tàctil,indexCAT,,"2,789,376",http://www.indexcat.cat/descarregues/tpv.exe,,Programari comercial,Fitxer:Rebost-Logopetit.gif,Terminal de Venda Tàctil,,Windows,,,,,Estable,"El '''Terminal de Venda Tàctil''' és un programa de gestió de vendes per mostrador.

Entre les seves característiques, destaquen:
Funcionament amb monitor tàctil.Pot funcionar amb ratolí i teclat si es té un monitor no tàctil.Gestió de clients, productes i proveïdors.Manteniment d'estoc del magatzem.Històric de vendes i compres.Edició i impressió de tíquets en l'idioma per defecte o segons el client.Idiomes d'impressió:…",Empresarial,http://www.indexcat.cat,2009,,,,fals,30 novembre 2008 17:37:56,
Rebost:Thunderbird,Mozilla,Fitxer:Thunderbird.png,,"http://download.mozilla.org/?product=thunderbird-38.5.1&os=win&lang=ca,http://download.mozilla.org/?product=thunderbird-38.5.1&os=linux&lang=ca,http://download.mozilla.org/?product=thunderbird-38.5.1&os=osx&lang=ca","56,94",MPL 2.0,Fitxer:Thunderbird3-ico.png,Thunderbird,367,"Windows,Linux,OSX",,,Projectes/Mozilla,3142,Estable,"El '''Mozilla Thunderbird''' és un client de correu lliure i gratuït, d'execució ràpida i que consumeix menys recursos que altres alternatives, basat en el codi desenvolupat dins el  Mozilla.

El programa té gran quantitat d'opcions de personalització i incorpora les característiques més útils que pot necessitar un client de correu avui en dia: filtres de missatges, gestió del correu brossa amb auto-aprenentatge, etc. Tot això juntament…",Ofimàtica,http://www.mozilla.org/ca/thunderbird/,38.5.1,,,,fals,18 març 2008 20:49:03,
Rebost:Totem,GNOME,Fitxer:Rebost Totem.png,"3,719,712",http://www.gnome.org/projects/totem/#download,635,Programari lliure (GPL),Fitxer:Logo Totem.svg,Totem,66,Linux,,,,2515,Estable,"El '''Totem''' és el reproductor multimèdia (vídeo i àudio) oficial de l'escriptori GNOME, el qual funciona als sistemes basats en Unix (GNU/Linux, BSD, Solaris i altres). És el reproductor per defecte de diverses distribucions Linux.

Entre les seves característiques, destaquen:
Reprodueix qualsevol fitxer que funcioni amb el Xine o el GStreamerPermet veure vídeos del YouTubePermet veure televisió digital DVBPermet l'ús de LIRCFunciona amb diversos format de…",Multimèdia,http://www.gnome.org/projects/totem/,2.32.0,,,,fals,14 agost 2008 19:58:23,
Rebost:Traductor Softcatalà,Softcatalà,Fitxer:Softcatala-traductor-android.jpg,,"http://repository.maemo.org/extras-testing/pool/fremantle-1.3/free/q/qtraductor/qtraductor_0.1-1_armel.deb,https://marketplace.firefox.com/app/traductor,http://www.windowsphone.com/en-us/store/app/traductor-softcatal%C3%A0/6b3a36e2-de1f-4b9e-b859-30bd3d7ae7aa,https://itunes.apple.com/md/app/traductor-softcatala/id447196146?mt=8,https://play.google.com/store/apps/details?id=org.softcatala.traductor","114,525",Programari lliure,Fitxer:Softcatala Marca.png,Traductor Softcatalà,250,"Android,iOS,Mobile,WebApp","1.6 o superior,3.1.3 o superior,Maemo 5 (PR 1.3),Firefox OS i Firefox Android,Windows Phone",,Projectes/Traductor,3308,Estable,"El '''Traductor Softcatalà''' és una aplicació mòbil (actualment disponible per a plataformes Android, iPhone, Firefox OS i ''Nokia N900'') que utilitza els serveis de traducció de Softcatalà (basats en l'Apertium) per a oferir traduccions a l'usuari.

Si no teniu cap dels dispositius anteriors, podeu optar per visitar la  Softcatalà.…",Utilitats,http://www.softcatala.org/traductor,"2.0,0.1.1,1.0,0.3,0.8",,,,fals,8 gener 2011 20:15:47,
Rebost:Transmission,Transmission Project,Fitxer:Rebost Transmission.png,"3,900,000","http://www.transmissionbt.com/download/,http://download.transmissionbt.com/files/Transmission-2.42.dmg","1,042",Programari lliure (MIT i GPL),Fitxer:Logo Transmission.jpg,Transmission,50,"Linux,OSX",,,Mida=Projectes/GNOME,2.6,Estable,"El '''Transmission''' és un client per a la xarxa BitTorrent lleuger, gratuït, de codi obert i multiplataforma (Linux, OSX, BSD, BeOS i Solaris).

Entre les seves caracterítiques, destaquen:
Descàrrega selectiva i priorització de fitxers.Permet l'ús de transferències xifrades.Permet l'ús de múltiples rastrejadors.Creació de torrents.Intercanvi de fonts compatible amb Azureus i μTorrent.Mapatge automàtic de ports (utilitzant UPnP/NAT-PMP).Port d'escolta únic per a…",Internet Eines,http://www.transmissionbt.com/,2.33,,,,fals,11 agost 2008 20:19:37,
Rebost:Tux Paint,Bill Kendrich,Fitxer:Rebost tuxpaint.png,"24,161,687,13,800,000","http://downloads.sourceforge.net/tuxpaint/tuxpaint-0.9.20-win32-installer.exe?download,http://www.tuxpaint.org/download/,http://downloads.sourceforge.net/tuxpaint/tuxpaint-0.9.20-macosx.dmg?download","6,874",Programari lliure,Fitxer:Tux paint logo.png,Tux Paint,133,"Windows,Linux,OSX",,,,3195,Estable,"El '''Tux Paint''' és un programa de dibuix per a nens petits. Té una interfície senzilla i un quadre de dibuix de mida fixa, i proporciona l'accés a imatges existents mitjançant un navegador de miniatures (sense accés directe al sistema de fitxers).    A diferencia d'altres programes de dibuix més populars, com ara el GIMP, té un joc d'eines molt limitat. Inclou, però, efectes d'entreteniment orientats als…",Educació/Ciència,http://www.tuxpaint.org/,0.9.20,,,,fals,18 març 2008 21:00:38,
Rebost:UTorrent,Ludvig Strigeus,Fitxer:Rebost uTorrent.png,"969,104",http://www.utorrent.com/downloads/complete/os/win/track/stable,"13,513",Programari gratuït,Fitxer:Logo uTorrent.jpg,UTorrent,97,Windows,,,,2794,Estable,"El '''µTorrent''', també anomenat '''uTorrent''' i '''muTorrent''', és un client per a Windows, OSX i Linux (via Wine) de la xarxa P2P BitTorrent. És un dels clients més populars; destaca per la seva gran lleugeresa i pel fet d'estar disponible en més de 50 llengües.…",Internet Eines,http://www.utorrent.com/,3.3.2 build 30180,,,,fals,31 juliol 2008 12:23:29,
Rebost:Ubuntu,Canonical Ltd,Fitxer:Ubuntu-12.10.png,"1,181,116,007","http://releases.ubuntu.com/15.04/ubuntu-15.04-desktop-i386.iso,http://releases.ubuntu.com/15.04/ubuntu-15.04-desktop-amd64.iso","10,199",Programari lliure,Fitxer:Logo Ubuntu Símbol.png,Ubuntu,367,"Linux32,Linux64","32 bits,64 bits",,,3384,Estable,"L''''Ubuntu''' és el sistema operatiu lliure més popular, amb 20 milions d'usuaris arreu del món. Està basat en el nucli Linux, l'escriptori GNOME i l'entorn Unity, completament traduït al català. Disposa de més de 25.000 programes gratuïts fàcilment instal·lables, els principals dels quals disponibles en català.

Entre els programes que s'instal·len per defecte trobem el navegador Firefox, el gestor de correu Thunderbird, el paquet ofimàtic…",Sistemes operatius,http://www.ubuntu.com,15.04,,,,fals,31 juliol 2008 20:18:19,
Rebost:UltraDefrag,UltraDefrag Development Team,Fitxer:Caputura-UltraDefrag.jpg,"494,630,558,527","http://downloads.sourceforge.net/ultradefrag/ultradefrag-5.1.2.bin.i386.exe,http://downloads.sourceforge.net/ultradefrag/ultradefrag-5.1.2.bin.amd64.exe",285,GNU GPL v2,Fitxer:UltraDefrag.png,UltraDefrag,13,"Windows32,Windows64",,,,1846,Estable,"L''''UltraDefrag''' és una eina de compactació molt potent per a sistemes operatius Windows. És el primer compactador de codi lliure amb suport complert per a fitxers de sistema blocats. Entre les seves funcionalitats destaquen:
Compactació a l'inici de l'equip: aquesta funcionalitat permet compactar qualsevol fitxer del sistema, incloent-hi fitxers de paginació, hiberfil.sys i altres fitxers blocats pel sistema o altres aplicacions quan el Windows s'executa…",Utilitats,http://ultradefrag.sourceforge.net,5.1.2,,,,fals,26 desembre 2012 20:17:51,
Rebost:VLC media player,VideoLAN,Fitxer:Rebost-vlc.png,"28,849,904,29,833,438,35,326,959","http://www.videolan.org/vlc/#download,https://itunes.apple.com/app/vlc-ios/id650377962,https://play.google.com/store/apps/details?id=org.videolan.vlc.betav7neon,https://get.videolan.org/vlc/2.2.2/win32/vlc-2.2.2-win32.exe,http://get.videolan.org/vlc/2.2.2/win64/vlc-2.2.2-win64.exe,https://get.videolan.org/vlc/2.2.2/macosx/vlc-2.2.2.dmg","136,442",Programari lliure (GPL),Fitxer:Logo VLC.jpg,VLC media player,404,"Windows32,Windows64,Linux,iOS,Android,OSX","5.1 o superior,beta",,Projectes/VLC,3376,Estable,"El '''VLC media player''' és un reproductor multimèdia lliure (llicència GPL) i multiplataforma. L'avantatge que té respecte d'altres reproductors és que incorpora gran quantitat de còdecs d'àudio i vídeo sense necessitat que l'usuari els hagi d'instal·lar un per un. A més de reproduir fitxers localment, també els reprodueix en temps real a través de la xarxa seguint diversos protocols, i permet transcodificar a altres formats. Té…",Multimèdia,http://www.videolan.org/vlc/,"2.1.5,2.3.0,0.9.8,2.2.2",,,,fals,24 juliol 2008 12:39:23,
Rebost:Viber,Viber Media Inc.,,,"https://itunes.apple.com/app/viber-free-phone-calls/id382617920?mt=8,https://play.google.com/store/apps/details?id=com.viber.voip",208,Programa comercial,Fitxer:Vibr.jpg,Viber,0,"iOS,Android",,Gratuït,,0,Estable,"El '''Viber''' és un programa de missatgeria instantània per a mòbil que utilitza notificacions per rebre instantàniament missatges, fotos, la localització de l'usuari, emoticones i vídeos a través de la connexió de dades. També permet trucar a través d'internet, i tot plegat sense cap mena de cost.…",Utilitats,http://www.viber.com,"4.1,4.1.1.10",,,,fals,22 març 2013 21:14:51,
Rebost:VilaWeb,"Partal, Maresma i Associats S.L.",Fitxer:VilaWeb.jpg,"3,355,443,164,000","https://itunes.apple.com/app/vilaweb/id406620374?l=ca&mt=8,https://play.google.com/store/apps/details?id=com.eideam.vilaweb",328,Programa comercial,Fitxer:VilaWeb Logo.jpg,VilaWeb,12,"iOS,Android",2.1 o superior,Gratuït,,1.75,Estable,"Tota l'actualitat del país i del món des de la redacció del principal diari electrònic en català. 

Navegueu amb gestos horitzontals entre les notícies i amb gestos verticals per a aprofundir en les mateixes. Botó d'actualització, canvi de la mida de la lletra i botó d'accés a les xarxes socials (twitter, facebook, etcètera).…",Internet Eines,http://www.vilaweb.cat/,"1.2.2,3.1",,,,fals,3 gener 2013 11:33:40,
Rebost:VirPLC,Toni Ferrer,Fitxer:Rebost VirPLC.png,,http://www.xtec.es/~aferrer8/VirPLC.zip,"1,918",Lliure distribució,Fitxer:L virplc.gif,VirPLC,77,Windows,,,,2935,Estable,"El '''VirPLC''' (Autòmat Programable Virtual), és un programa d’ús lliure, per entrenar-se en la programació de PLC’s mitjançant diagrames de contactes (amb les instruccions: load, load not, out, out not, set, clr, tim, cmpt) en una pantalla (Soft), i per provar el seu funcionament mitjançant una altra pantalla amb efectes multimèdia (Hard). VirPLC és molt indicat per introduir-lo en la programació de tecnologia (o tecnologies) de…",Educació/Ciència,,1.01,,,,fals,31 agost 2008 15:30:29,
Rebost:Virtaal,Translate.org.za,,,"http://sourceforge.net/projects/translate/files/Virtaal/0.7.1/Virtaal-0.7.1-setup.exe/download,http://sourceforge.net/projects/translate/files/Virtaal/0.7.1/","1,56",Programari lliure,Fitxer:Virtaal logo.png,Virtaal,57,"Windows,Linux",,,,2474,Estable,"El '''Virtaal''' és una eina per a la traducció assistida amb l'ordinador.

Accepta un gran nombre de fitxers de traducció, entre ells XLIFF, Gettext  PO i MO, diferents tipus de Qt (.qm, .ts, .qph), i alhora diferents formats de memòries de traducció.

Ofereix connectors per consultar serveis externs, com ara ''Open-Tran.eu'', ''Google Translate'' o ''Apertium'', a més de suggerir propostes en funció de les…",Llengua,http://virtaal.translatehouse.org,0.7.1,,,,fals,10 gener 2010 16:37:17,
Rebost:VirtualBox,Oracle,Fitxer:Rebost-VirtualBox.png,"90,000,000,87,400,000,65,834,756","https://www.virtualbox.org/wiki/Linux_Downloads,http://download.virtualbox.org/virtualbox/5.0.4/VirtualBox-5.0.4-102546-Win.exe,http://download.virtualbox.org/virtualbox/5.0.4/VirtualBox-5.0.4-102546-OSX.dmg","6,619",Programari gratuït per a ús personal,Fitxer:Virtualboxlogo.png,VirtualBox,103,"Windows,Linux,OSX",,,Mida=Projectes/VirtualBox,2942,Estable,"L''''Oracle VirtualBox''' (també conegut simplement com a '''VirtualBox''') és un programa que permet la virtualització de sistemes operatius. Per virtualització de sistema operatiu s'entén la instal·lació d'un sistema operatiu dins d'un altre emulant un maquinari virtual. D'aquest manera podem, per exemple, tenir un Windows on treballem normalment (''sistema amfitrió'') i instal·lar un Linux virtual (''sistema client'') com si fos una aplicació més, tot i que el…",Utilitats,http://www.virtualbox.org/,5.0.4,,,,fals,22 juliol 2008 18:32:24,
PostRebost:Wabble,Ryan Buterbaugh,,,http://www.wabble.org/?lang,946,Copyright,Fitxer:Rebost Wabble.png,Wabble,28,Web,,,,1893,Estable,"El '''Wabble''' és un joc web de tipus lingüístic. Concretament és un clon en format web del popular joc Scrabble de Mattel fet amb tecnologia AJAX. Permet fer partides de 2 a 4 jugadors en català, anglès, alemany, italià o gal·lès. 

No hi ha necessitat de registrar-s'hi, ni descarregar programari addicional, Java o Flash. Només heu d'escriure un nom d'usuari i una contrasenya i crear o…",Jocs,http://www.wabble.org/,1.0,,,,fals,22 maig 2010 20:00:21,
Rebost:Wally,Antonio di Monaco,,"7,300,000,1,900,000,14,800,000",http://sourceforge.net/projects/wally/files/,800,Programari lliure,,Wally,26,"Windows,Linux,OSX",,,,2,Estable,"El '''Wally''' és un gestor d'imatges de fons d'escriptori multiplataforma programat en Qt4. Permet gestionar les imatges des d'un gran nombre de fonts com ara fitxers i directoris locals, directoris FTP remots, Flickr, Yahoo!, Panoramio, Pikeo, Ipernity, Photobucket, Buzznet, Picasa, Smugmug i imatges del Bing.

'''''Nota Windows''': la instal·lació és en anglès. El programa es mostrarà en l'idioma de configuració del Windows.''…",Utilitats,,2.3.2,,,,fals,23 març 2010 14:06:51,
Rebost:WhatsApp Messenger,WhatsApp Inc.,Fitxer:WhatsApp.jpg,,"https://itunes.apple.com/es/app/whatsapp-messenger/id310633997?mt=8,https://play.google.com/store/apps/details?id=com.whatsapp&hl=ca","2,203",Programa comercial,Fitxer:Logo-whatsapp.png,WhatsApp Messenger,23,"iOS,Android","4.3 o superior,2.1 o superior",Gratuït,,2478,Estable,"El '''WhatsApp Messenger''' és un programa de missatgeria mòbil que utilitza notificacions per rebre instantàniament missatges, fotos, notes d'àudio i vídeos a través de la connexió de dades (sense cap cost addicional).…",Internet Eines,http://www.whatsapp.com/,"2.8.7,2.12.87",,,,fals,2 gener 2013 07:07:00,
Rebost:Wikipedia,Wikimedia Foundation,,,https://play.google.com/store/apps/details?id=org.wikipedia&hl=ca,249,GPL,Fitxer:Wikipedia.png,Wikipedia,15,Android,2.2 o superior,,,2.2,Estable,"Aplicació mòbil oficial de la '''Viquipèdia'''. Permet consultar articles en català, però també en altres llengües (configurable des de la mateixa aplicació).…",Utilitats,https://github.com/wikimedia/WikipediaMobile,1.3.3,,,,fals,31 desembre 2012 11:32:12,
Rebost:WinOmega,Omega Software,Fitxer:Rebost-omega.gif,"4,400,000",http://winomega.com/womega.exe,"1,413",Demostració comercial,,WinOmega,71,Windows,,,,2535,Estable,"El '''WinOmega''' és un paquet integrat de gestió empresarial per a Windows 95/98/Me/2000/XP/Vista (i per a Mac OS i GNU/Linux usant Wine o Crossover), amb FACTURACIÓ emesa i rebuda, impressió de factures, tiquets, rebuts en paper i en disquet, verificació de targetes de crèdit, formes de pagament, MAGATZEM, gestió completa de comandes a proveïdors, registre d'entrades, sortides amb emissió, impressió i modificació d'albarans, pressuposts convertibles a…",Empresarial,http://www.omega-software.net/cat.php,6.30,,,,fals,18 març 2008 20:48:31,
Rebost:WinRAR,Rarlab,Fitxer:Rebost-wrar.gif,"1,874,280,2,047,752","http://www.rarlab.com/rar/wrar520ca.exe,http://www.rarlab.com/rar/winrar-x64-520ca.exe","250,621",Demostració comercial,Fitxer:WinRAR-Logo.png,WinRAR,674,"Windows32,Windows64",,,,3512,Estable,"El '''WinRAR''' és una completa utilitat d'arxivament de fitxers per a Windows XP o superior que pot gestionar els fitxers RAR, ZIP, ARJ,  CAB, LZH, TAR, GZ, ACE, BZIP2, JAR i UUE nativament.

El WinRAR crea fitxers RAR, que tot sovint són més petits que els fitxers ZIP o ARJ. Els fitxers RAR poden ser auto-extraïbles, poden realitzar una verificació d'autenticitat sobre si mateixos i poden…",Utilitats,http://www.rarlab.com/,5.20,,,,fals,18 març 2008 20:42:45,
